Address Line 1,City,CO2 Emission,County,Facility ID,Gas Code,Gas Name,Latitude,Longitude,State Name,Year,Zip Code,Facility Name,geometry,is_major_city,distance_to_nearest_major_city
30480 AMERICAN DRIVE,HALSEY,497451.0,LINN,1004017,BIOCO2,BIOGENIC CO2,44.382387,-123.158436,OREGON,2011,97348,CASCADE PACIFIC PULP HALSEY PULP MILL,POINT (-2128939.282258138 2683235.701063447),no,134602.38164982453
ONE GUSTAVE L LEVY PLACE,NEW YORK CITY,61224.0,NEW,1006489,CO2,CARBON DIOXIDE,40.78921,-73.95482,NEW YORK,2011,10029,MOUNT SINAI HOSPITAL,POINT (1828509.9870123374 2188425.06169032),no,1153.4974147782116
3701 South Street,LAFAYETTE,61.984,TIPPECANOE,1004470,N2O,NITROUS OXIDE,40.416761,-86.845658,INDIANA,2011,47905,CATERPILLAR INCORPORATED,POINT (768976.2976767079 1970734.6462569966),no,92920.43853918256
601 HIGHWAY 611,PASCAGOULA,8.25,JACKSON,1004757,CH4,METHANE,30.348861,-88.498028,MISSISSIPPI,2011,39568,MISSISSIPPI PHOSPHATES CORP,POINT (719255.9597685199 836507.2942959722),no,539732.3946234559
601 HIGHWAY 611,PASCAGOULA,9.834,JACKSON,1004757,N2O,NITROUS OXIDE,30.348861,-88.498028,MISSISSIPPI,2011,39568,MISSISSIPPI PHOSPHATES CORP,POINT (719255.9597685199 836507.2942959722),no,539732.3946234559
13330 HATCHERVILLE RD.,MONT BELVIEU,28.906,HARRIS,1006274,N2O,NITROUS OXIDE,29.8742,-94.9122,TEXAS,2011,77580,EXXONMOBIL CHEMICAL MONT BELVIEU PLASTICS PLANT,POINT (105002.64847256982 756017.4525352803),no,47030.47999681575
6751 WEST GERWOUDE DRIVE,MC BAIN,3874.0,MISSAUKEE,1004428,N2O,NITROUS OXIDE,44.1973,-85.2174,MICHIGAN,2011,49657,VIKING ENERGY-MCBAIN PLT,POINT (857357.7106590923 2405008.318242572),no,254574.65502182045
505 6th Avenue North,MINNEAPOLIS,193804.0,HENNEPIN,1004795,BIOCO2,BIOGENIC CO2,44.9844,-93.2787,MINNESOTA,2011,55405,HENNEPIN ENERGY RECOVERY CENTER,POINT (214304.2331261573 2447053.268367718),yes,0.0
751 West State Road 114,RENSSELAER,41.124,JASPER,1003714,N2O,NITROUS OXIDE,40.933056,-87.067222,INDIANA,2011,47978,IROQUOIS BIO ENERGY COMPANY,POINT (744992.7660406292 2026533.8633720889),no,113539.71924006863
3170 William Pitt Way,PITTSBURGH,9649.0,ALLEGHENY,1003758,CO2,CARBON DIOXIDE,40.542087,-79.835308,PENNSYLVANIA,2011,15238,UNIVERSITY OF PITTSBURGH APPLIED RESEARCH CENTER/UPARC,POINT (1351032.054168947 2062887.5144481212),yes,0.0
2930 LAKE GUNTERSVILLE PARK DR.,GUNTERSVILLE,18878.1,MARSHALL,1004067,CO2,CARBON DIOXIDE,34.346957,-86.289602,ALABAMA,2011,35976,CARGILL INCORPORATED,POINT (884879.3100506893 1299007.528178353),no,183154.83281704108
139 MODENA RD,COATESVILLE,82.546,CHESTER,1003668,N2O,NITROUS OXIDE,39.98301,-75.82791,PENNSYLVANIA,2011,19320,ARCELORMITTAL PLATE LLC,POINT (1694626.7302746903 2065606.0235897033),no,58797.738196050304
139 MODENA RD,COATESVILLE,69.25,CHESTER,1003668,CH4,METHANE,39.98301,-75.82791,PENNSYLVANIA,2011,19320,ARCELORMITTAL PLATE LLC,POINT (1694626.7302746903 2065606.0235897033),no,58797.738196050304
7201 PORT ROAD,MT. VERNON,65.0,POSEY,1006490,CH4,METHANE,37.933569,-87.873408,INDIANA,2011,47620,VALERO RENEWABLE FUELS COMPANY  LLC D/B/A VALERO MT. VERNON PLANT,POINT (706636.3765970414 1685610.828764977),no,219515.68576776658
537 CRYSTAL AVENUE,VINELAND,16.688,CUMBERLAND,1005984,N2O,NITROUS OXIDE,39.497532,-75.021203,NEW JERSEY,2011,8360,GERRESHEIMER GLASS INC,POINT (1773226.3232660422 2027192.3176151887),no,57964.00140850507
787 Warmington Rd. SW,MASSILLON,67706.8,STARK,1004536,CO2,CARBON DIOXIDE,40.75117,-81.51088,OHIO,2011,44646,GREIF PACKAGING  LLC,POINT (1208582.889076562 2063437.1684788414),no,82418.8401619584
Code 106.3  Building 44/2  SEAVEY ISLAND,KITTERY,24.75,YORK,1004698,CH4,METHANE,43.084167,-70.741666,MAINE,2011,3904,PORTSMOUTH NAVAL SHIPYARD,POINT (2021697.255537651 2502364.690773559),no,89996.0539944411
407 PERSHING CT.,FORT RILEY,28.012,RILEY,1003701,N2O,NITROUS OXIDE,39.306647,-96.960906,KANSAS,2011,66442,FORT RILEY  ARMY,POINT (-82098.62785155277 1809693.8733247276),no,206909.24287037767
6675 US HIGHWAY 43,GUIN,13.5,MARION,1003739,CH4,METHANE,33.96672,-87.899855,ALABAMA,2011,35563,3M CO - GUIN,POINT (742151.1522927413 1242904.9925348521),no,227408.26755733712
78145 WESTLAND RD.,HERMISTON,928031.4,UMATILLA,1003652,CO2,CARBON DIOXIDE,45.8042,-119.37,OREGON,2011,97838,HERMISTON GENERATING COMPANY  L.P.,POINT (-1799972.4165598885 2757563.3314696713),no,257406.85872705202
1000 MAIN STREET,ROTTERDAM JUNCTION,222.01,SCHENECTADY,1003966,N2O,NITROUS OXIDE,42.862615,-74.027743,NEW YORK,2011,12150,SI GROUP INC /ROTT JCT FAC,POINT (1769414.0897612686 2412819.2052323436),no,225541.79470332956
2001 ANTIOCH ROAD,DALTON,54556.5,WHITFIELD,1007272,CO2,CARBON DIOXIDE,34.73559,-84.94996,GEORGIA,2011,30720,ALADDIN MILLS - ANTIOCH RD PLA NT,POINT (1001397.6744416177 1355505.895338312),no,118974.88693788716
1853 HIGHWAY 34,SODA SPRINGS,108.0,CARIBOU,1007943,CH4,METHANE,42.685833,-111.586667,IDAHO,2011,83276,P4 PRODUCTION L L C,POINT (-1263994.3163852994 2291486.94894864),no,215398.54348230376
1 CARGILL DR.,EDDYVILLE,1597.0,MAHASKA,1007881,CH4,METHANE,41.16226,-92.6361,IOWA,2011,52553,CARGILL INC - EDDYVILLE,POINT (279995.5595824957 2022114.6011663042),no,279976.0005408781
577 Bosque County Road 3610,LAGUNA PARK,296.0,BOSQUE,1008020,CH4,METHANE,31.8594,-97.3586,TEXAS,2011,76644,BOSQUE COUNTY POWER PLANT,POINT (-127985.6448499369 977032.9970295439),no,117970.21145314637
9959 Highway 18,ST. JAMES,365989.0,ST.,1009795,CO2,CARBON DIOXIDE,30.08367,-90.91325,LOUISIANA,2011,70086,TAMPA PORT SERVICES,POINT (489544.1395194621 791765.386890073),no,432898.5282002815
14320 SW JENKINS ROAD,BEAVERTON,76524.005,WASHINGTON,1009982,PFC,PFCS,45.50274,-122.82233,OREGON,2011,97005,MAXIM INTEGRATED PRODUCTS,POINT (-2068574.1284813243 2795502.9654601705),no,13995.968422898246
300 West Renner Road,RICHARDSON,577.226,COLLIN,1008059,N2O,NITROUS OXIDE,32.99758,-96.72214,TEXAS,2011,75080,TEXAS INSTRUMENTS RICHARDSON,POINT (-67065.86264200945 1103278.7199726796),no,23146.01504142486
1011 NORTH ARENDELL AVENUE,ZEBULON,3.576,WAKE,1007998,N2O,NITROUS OXIDE,35.832054,-78.319739,NORTH CAROLINA,2011,27597,GSK  INC.,POINT (1573924.5802063278 1566764.238192531),no,28934.872785011405
5204 EAST BEN WHITE BLVD,AUSTIN,29205.6,TRAVIS,1010141,NF3,NITROGEN TRIFLOURIDE,30.2175,-97.723056,TEXAS,2011,78741,SPANSION LLC,POINT (-165626.09736999407 795018.4016594614),yes,0.0
3359 N. Downer Ave.,MILWAUKEE,25471.9,MILWAUKEE,1007759,CO2,CARBON DIOXIDE,43.078689,-87.877823,WISCONSIN,2011,53211,UW MILWAUKEE,POINT (657074.8196807341 2259588.391194949),yes,0.0
3 MILES E. OF JUNCTION 31,PANAMA,1571423.1,LE,1007781,CO2,CARBON DIOXIDE,35.1929,-94.6469,OKLAHOMA,2011,74951,AES SHADY POINT  LLC,POINT (122167.32511948927 1349255.309299194),no,331167.06164771295
Highway 18 Spur,GORDON,26.82,WILKINSON,1006829,N2O,NITROUS OXIDE,32.890393,-83.344945,GEORGIA,2011,31031,BASF CORPORATION,POINT (1173416.5352696062 1169307.0563230736),no,139321.79962677424
18-01 20TH AVE,ASTORIA,868689.7,QUEENS,1007053,CO2,CARBON DIOXIDE,40.7869,-73.9122,NEW YORK,2011,11105,ASTORIA GENERATING STATION,POINT (1832040.816177924 2188994.1344510904),no,4536.610237049335
4950 N. CR 967,BLYTHEVILLE,1.192,MISSISSIPPI,1008986,N2O,NITROUS OXIDE,35.934288,-89.758328,ARKANSAS,2011,72315,MAVERICK TUBE CORPORATION,POINT (557708.725074655 1449700.538801492),no,94288.07381039043
4950 N. CR 967,BLYTHEVILLE,1.0,MISSISSIPPI,1008986,CH4,METHANE,35.934288,-89.758328,ARKANSAS,2011,72315,MAVERICK TUBE CORPORATION,POINT (557708.725074655 1449700.538801492),no,94288.07381039043
1150 E. Cheyenne Mountain Boulevard,COLORADO SPRINGS,7200.0,EL,1009792,OTHER_FULL,OTHER FULLY FLUORINATED GHGS,38.789076,-104.805626,COLORADO,2011,80906,MICROCHIP TECHNOLOGY,POINT (-756645.9954013138 1786348.8384215662),no,109204.95929285523
100 8th Street,CHARLEROI,13.708,WASHINGTON,1009530,N2O,NITROUS OXIDE,40.143112,-79.899521,PENNSYLVANIA,2011,15022,WORLD KITCHEN - CHARLEROI PLANT,POINT (1353252.8404180845 2017920.908580834),no,33850.73069877874
1188 CAYADUTA ST,FONDA,0.75,MONTGOMERY,1007806,CH4,METHANE,42.955611,-74.38675,NEW YORK,2011,12068,KEYMARK CORP PLANT,POINT (1738665.2040100559 2416311.071717473),no,239409.59899837134
608 Hard Way Road,CLINTON,25170.1,VAN,1008779,CO2,CARBON DIOXIDE,35.54183,-92.48437,ARKANSAS,2011,72031,STEELHEAD CPF-1,POINT (315909.5581332567 1393283.4562836029),no,232075.82646620626
908 SANSOM ST,PHILADELPHIA,33.376,PHILADELPHIA,1007369,N2O,NITROUS OXIDE,39.949,-75.1557,PENNSYLVANIA,2011,19107,TRIGEN ENERGY CORPORATION-EDISON ST,POINT (1751033.6932061769 2074069.9815360804),yes,0.0
125 THOMPSON LANE,SYLACAUGA,2.25,TALLADEGA,1007178,CH4,METHANE,33.1661,-86.2825,ALABAMA,2011,35150,AMEA SYLACAUGA PLANT,POINT (898990.7394491021 1167836.0863669992),no,184237.28839292916
6800 COUNTY ROAD NORTH,WATERFLOW,33918.0,SAN,1006727,CH4,METHANE,36.8006,-108.4386,NEW MEXICO,2011,87421,SAN JUAN,POINT (-1096381.5575337433 1600268.2263913574),no,453220.46423104935
134 CIPS LANE,COFFEEN,15813.25,MONTGOMERY,1006889,CH4,METHANE,39.0586,-89.4031,ILLINOIS,2011,62017,COFFEEN,POINT (565116.3606447953 1801100.2677247105),no,86521.146333575
21133 UPHILL LANE,ASBURY,6546.166,JASPER,1007311,N2O,NITROUS OXIDE,37.3596,-94.5913,MISSOURI,2011,64832,ASBURY,POINT (123589.95044098591 1591968.0014732366),no,197760.06807420088
21133 UPHILL LANE,ASBURY,3776.5,JASPER,1007311,CH4,METHANE,37.3596,-94.5913,MISSOURI,2011,64832,ASBURY,POINT (123589.95044098591 1591968.0014732366),no,197760.06807420088
7425 SW 29TH ST,OKLAHOMA CITY,78.97,OKLAHOMA,1006791,N2O,NITROUS OXIDE,35.44048,-97.65406,OKLAHOMA,2011,73179,OKLAHOMA COGENERATION,POINT (-148855.34933791574 1377390.0784400627),no,306791.96167852136
29235 Highway 33,MARICOPA,206.25,KERN,1006914,CH4,METHANE,35.09233,-119.407371,CALIFORNIA,2011,93252,AERA ENERGY MOCO,POINT (-2094891.5960323676 1596437.4866806357),no,142323.8899956998
4515 SAINT CLAIR AVENUE,CLEVELAND,0.75,CUYAHOGA,1007555,CH4,METHANE,41.5181,-81.6607,OHIO,2011,44103,DAY-GLO COLOR CORP *,POINT (1183274.4935742791 2146431.645598868),yes,0.0
925 East Bay Drive,ERIE,5.25,ERIE,1007620,CH4,METHANE,42.141701,-80.069711,PENNSYLVANIA,2011,16507,ERIE COKE CORPORATION,POINT (1301751.7654762242 2236123.7345646983),no,152302.83127694367
2000 N. ALAMEDA ST.,COMPTON,16.688,LOS,1006861,N2O,NITROUS OXIDE,33.910116,-118.221906,CALIFORNIA,2011,90222,DEMENNO KERDOON,POINT (-2021421.6453316314 1442352.1955317254),no,28408.619436828143
30739 DD 30 ROAD,NUCLA,3684.472,MONTROSE,1007676,N2O,NITROUS OXIDE,38.2387,-108.5083,COLORADO,2011,81424,NUCLA,POINT (-1081338.3911931398 1760845.2527004539),no,355340.49328122154
555 BARNES RD,SUNNYVALE,420990.9,DALLAS,1007503,CO2,CARBON DIOXIDE,32.8364,-96.5464,TEXAS,2011,75182,LAKE HUBBARD,POINT (-50848.33179117299 1085184.3621890913),no,21058.07969887534
1400 ZUG ISLAND,RIVER ROUGE,155.854,WAYNE,1007392,N2O,NITROUS OXIDE,42.26956,-83.13643,MICHIGAN,2011,48218,EES COKE BATTERY,POINT (1050940.6273687647 2212296.9068888207),no,13030.7041606886
30 MARR STREET,MILTON,38792.1,NORTHUMBERLAND,1006896,CO2,CARBON DIOXIDE,41.01228,-76.85868,PENNSYLVANIA,2011,17847,CONAGRA FOODS INC.,POINT (1586174.621874586 2160649.618711159),no,183471.55295358135
2320 POWER PLANT DRIVE,LANSING,4404.5,ALLAMAKEE,1007419,CH4,METHANE,43.3359,-91.1672,IOWA,2011,52151,LANSING,POINT (389815.58752444346 2270129.9507259107),no,246928.338611572
23400 NE Glisan Street,GRESHAM,9709.7,MULTNOMAH,1007527,CO2,CARBON DIOXIDE,45.52774,-122.42367,OREGON,2011,97030,ON SEMICONDUCTOR,POINT (-2037868.9626375663 2789559.9012066014),no,17711.501196578174
9300 WEST JEFFERSON AVENUE,DETROIT,47.75,WAYNE,1007149,CH4,METHANE,42.2834,-83.12575,MICHIGAN,2011,48209,DETROIT WASTEWATER TRMT PLT,POINT (1051598.808978402 2213948.5351719195),yes,0.0
200 1ST AVE N,PARK FALLS,1502.0,PRICE,1007644,CH4,METHANE,45.93657,-90.44776,WISCONSIN,2011,54552,FLAMBEAU RIVER PAPERS LLC,POINT (430873.9261113099 2562409.6692841514),no,245653.66251801042
3200 RIVERSIDE DRIVE,HUNTINGTON,99629.3,CABELL,1007593,CO2,CARBON DIOXIDE,38.414353,-82.384179,WEST VIRGINIA,2011,25705,HUNTINGTON ALLOYS CORPORATION,POINT (1173642.9113767846 1793488.167203927),no,183523.02720535075
305 PRESCOTT ROAD,LEBANON,1073.396,LEBANON,1007058,N2O,NITROUS OXIDE,40.3509,-76.3658,PENNSYLVANIA,2011,17042,IRONWOOD  LLC,POINT (1641638.0222120879 2096481.0804287293),no,110866.51450234029
TX HWY 361 EAST @ SAC,GREGORY,751.75,SAN,1006927,CH4,METHANE,27.8881,-97.2572,TEXAS,2011,78359,GREGORY POWER FACILITY,POINT (-124261.31306582168 536428.7811003106),no,213870.01832830682
2942 US HWY 61,BLOOMSDALE,1132.0,SAINTE,1007563,BIOCO2,BIOGENIC CO2,38.109942,-90.257947,MISSOURI,2011,63627,HOLCIM (US) INC STE GENEVIEVE PLANT,POINT (498403.34860900085 1690209.177010258),no,58963.091677148564
155 MAPLE ST,BELLINGHAM,239.89,NORFOLK,1006864,N2O,NITROUS OXIDE,42.1113,-71.4529,MASSACHUSETTS,2011,2019,ANP BELLINGHAM ENERGY COMPANY  LLC,POINT (1993837.1211595633 2382307.496762219),no,32373.752500733244
11000 NORTHWEST 121 WAY,MEDLEY,607.75,MIAMI-DADE,1007052,CH4,METHANE,25.873889,-80.372222,FLORIDA,2011,33178,TARMAC PENNSUCO COMPLEX,POINT (1574033.972234182 443604.5788548145),no,19147.19070801954
1011 MORRIS AVE,UNION,23.244,UNION,1007268,N2O,NITROUS OXIDE,40.684308,-74.253147,NEW JERSEY,2011,7083,MERCK SHARP & DOHME CORP.-UNION,POINT (1806867.198312903 2171280.7726708683),no,25734.994738983685
1011 MORRIS AVE,UNION,19.5,UNION,1007268,CH4,METHANE,40.684308,-74.253147,NEW JERSEY,2011,7083,MERCK SHARP & DOHME CORP.-UNION,POINT (1806867.198312903 2171280.7726708683),no,25734.994738983685
1011 MORRIS AVE,UNION,41594.5,UNION,1007268,CO2,CARBON DIOXIDE,40.684308,-74.253147,NEW JERSEY,2011,7083,MERCK SHARP & DOHME CORP.-UNION,POINT (1806867.198312903 2171280.7726708683),no,25734.994738983685
6867 East Highway 114,RHOME,38.25,TARRANT,1007508,CH4,METHANE,33.040058,-97.401092,TEXAS,2011,76426,EAST RHOME COMPRESSOR STATION,POINT (-130047.45950170611 1108723.3506926447),no,65078.918537245314
119140 RICK JONES WAY,SILVER BOW,26.522,SILVER,1007601,N2O,NITROUS OXIDE,45.972611,-112.68975,MONTANA,2011,59750,REC SILICON,POINT (-1288571.8265079125 2667261.500817544),no,582950.0688103836
6055 West Green Mountain Road,SAN ANTONIO,1269.48,BEXAR,1007208,N2O,NITROUS OXIDE,29.610148,-98.367792,TEXAS,2011,78266,ALAMO SAN ANTONIO CEMENT PLANT,POINT (-229268.03484993553 728987.7125378612),yes,0.0
2911 EAST NUCOR ROAD,NORFOLK,54.832,MADISON,1007695,N2O,NITROUS OXIDE,42.078346,-97.360153,NEBRASKA,2011,68701,NUCOR STEEL NEBRASKA,POINT (-111765.43770356124 2120475.78595862),no,406086.76239631773
2100 E. Lincoln Road,KOKOMO,324.0,HOWARD,1010579,OTHER_FULL,OTHER FULLY FLUORINATED GHGS,40.45534,-86.10347,INDIANA,2011,46902,GENERAL MOTORS COMPONENTS HOLDINGS LLC,POINT (830654.7642372949 1981281.0007401856),no,76073.66587400828
2100 E. Lincoln Road,KOKOMO,625.8,HOWARD,1010579,N2O,NITROUS OXIDE,40.45534,-86.10347,INDIANA,2011,46902,GENERAL MOTORS COMPONENTS HOLDINGS LLC,POINT (830654.7642372949 1981281.0007401856),no,76073.66587400828
5 Foden Road,SOUTH PORTLAND,4024.8,CUMBERLAND,1010208,CO2,CARBON DIOXIDE,43.64075,-70.32198,MAINE,2011,4106,TEXAS INSTRUMENTS INCORPORATED - MAINE FAB,POINT (2037888.1091213017 2571250.2884601103),no,160126.6696472951
4575 HWY. 90 E.,PACE,28.31,SANTA,1008023,N2O,NITROUS OXIDE,30.580588,-87.137802,FLORIDA,2011,32571,TAMINCO US LLC,POINT (846922.3117750598 873362.5232813299),no,436665.93066863704
1230 S Fifth Ave POB 625,GRAMERCY,66.0,ST.,1010825,CH4,METHANE,30.04918,-90.68403,LOUISIANA,2011,70052,LOUISIANA SUGAR REFINING  LLC,POINT (511795.56223152665 789150.7570355483),no,454773.8632378221
1651 Alameda Street,WILMINGTON,10.43,LOS,1010774,N2O,NITROUS OXIDE,33.79699,-118.23971,CALIFORNIA,2011,90744,VALERO WILMINGTON ASPHALT PLANT,POINT (-2025942.7080273018 1430435.228429966),no,38611.22648008274
275 S. Hillview Drive,MILPITAS,691.8132,SANTA,1010317,HFC,HFCS,37.42778,-121.89263,CALIFORNIA,2011,95035,ANALOG DEVICES INC.,POINT (-2241671.511110141 1905977.4676596657),no,14715.651842965764
275 S. Hillview Drive,MILPITAS,1.25,SANTA,1010317,CH4,METHANE,37.42778,-121.89263,CALIFORNIA,2011,95035,ANALOG DEVICES INC.,POINT (-2241671.511110141 1905977.4676596657),no,14715.651842965764
202 S. Cheyenne Ave.  Suite 1000,TULSA,53827.0,TULSA,1008544,CH4,METHANE,36.151561,-95.989756,OKLAHOMA,2011,74103,CIMAREX ENERGY CO. 430 PERMIAN,POINT (913.3621700180713 1455710.7683513595),no,355920.8414030577
1849 Forturne Drive,SAN JOSE,1.25,SANTA,1011819,CH4,METHANE,37.40093,-121.89527,CALIFORNIA,2011,95131,MICREL LLC.,POINT (-2242704.189088987 1903141.7636592279),yes,0.0
180 Cabras Highway,PITI,989.36,GUAM,1011451,N2O,NITROUS OXIDE,13.463579,144.678216,GUAM,2011,96915,MARIANAS ENERGY COMPANY,POINT (-10405093.719633386 6535952.75887092),no,9144961.955550047
6697 COUNTY ROAD 663,BOWLING GREEN,1088834.9,HARDEE,1000110,CO2,CARBON DIOXIDE,27.6417,-81.9625,FLORIDA,2011,33834,MIDULLA GENERATING STATION,POINT (1386465.0610937544 611000.3291072026),no,61576.1604672307
5792 SEVENTH AVENUE NE,TOWNER,53.044,MCHENRY,1006505,N2O,NITROUS OXIDE,48.253069,-100.431591,NORTH DAKOTA,2011,58788,TOWNER COMPRESSOR STATION,POINT (-332034.0337483833 2813799.032198376),no,660069.7381449944
6325 Highway 75,CARVILLE,179.0,IBERVILLE,1006565,CH4,METHANE,30.225083,-91.069424,LOUISIANA,2011,70721,COS-MAR COMPANY  STYRENE MONOMER PLANT,POINT (473713.70072036935 806650.3016642119),no,419061.4077855618
1301 West 24th Street,CHEYENNE,10852.0,JEFFERSON,1006603,CH4,METHANE,39.722098,-105.135202,WYOMING,2011,82001,BLACK HILLS GAS DISTRIBUTION WYOMING LLC  DBA BLACK HILLS ENERGY,POINT (-774843.613806417 1893107.82500619),no,22479.36065363834
2101 6th Avenue North,BIRMINGHAM,289.7,JEFFERSON,1005967,CO2,CARBON DIOXIDE,33.520058,-86.807637,ALABAMA,2011,35203,SPIRE ALABAMA,POINT (846747.9665951456 1202339.93368809),no,221414.5566703226
4001 CEDAR POINT ROAD  OHIO,OREGON,7508.3,LUCAS,1006078,CO2,CARBON DIOXIDE,41.6786,-83.4539,OHIO,2011,43616,BP HUSKY REFINING LLC,POINT (1033858.5424781997 2143296.5236825813),no,83968.51351029673
12377 Merit Dr. STE 300A,DALLAS,23847.5,DALLAS,1007449,CH4,METHANE,32.91593,-96.77249,TEXAS,2011,75251,TALCO MIDSTREAM ASSETS  LTD. - HOLLY COMMON POINT #6 FACILITY,POINT (-71815.8826596247 1094204.0869349285),yes,0.0
510 EAST DRY RUN ROAD,PARKERSBURG,648.24,WOOD,1007587,CO2,CARBON DIOXIDE,39.251849,-81.494539,WEST VIRGINIA,2011,26104,NORTHWESTERN LANDFILL,POINT (1235476.9400730848 1897609.714856576),no,151194.1047517865
16645 228TH AVENUE SE,MAPLE VALLEY,141.5,KING,1007822,CO2,CARBON DIOXIDE,47.462625,-122.046025,WASHINGTON,2011,98038,KING CNTY SOLID WST CEDAR HILLS LANDFILL,POINT (-1951444.1840812948 2987950.9182373695),no,27411.503012741017
N6756 WALDMANN LANE,WATERTOWN,81972.522475,JEFFERSON,1007878,CH4,METHANE,43.091345,-88.744231,WISCONSIN,2011,53094,DEER TRACK PARK LANDFILL,POINT (587019.9864832666 2255326.2219301965),no,62986.89222938495
400 2ND STREET,INTERNATIONAL FALLS,10884.748,KOOCHICHING,1007994,N2O,NITROUS OXIDE,48.605458,-93.406703,MINNESOTA,2011,56649,BOISE WHITE PAPER LLC,POINT (193288.84979281825 2847488.8532072306),no,403333.04346875555
2575 190TH STREET,SPIRIT LAKE,197.083,DICKINSON,1007690,CO2,CARBON DIOXIDE,43.371407,-95.076991,IOWA,2011,51360,DICKINSON LANDFILL INC,POINT (74442.70235337382 2264541.773862935),no,228685.23486788213
5600 NIAGARA FALLS BOULEVARD,NIAGARA FALLS,0.298,NIAGARA,1004772,N2O,NITROUS OXIDE,43.09046,-78.99816,NEW YORK,2011,14304,NIAGARA FALLS LANDFILL,POINT (1369536.9806630309 2355642.8151131626),no,284366.6342617897
10339 GREAT LAKES ROAD,BOYNE FALLS,289.5,CHARLEVOIX,1005014,CH4,METHANE,45.270131,-84.729197,MICHIGAN,2011,49713,GREAT LAKES GAS TRANSMISSION PIPELINE BOYNE FALLS CS#11,POINT (881864.2502053424 2528125.975868765),no,347349.88743729296
10746 Innovation Rd,COTTAGE GROVE,3771.02,WASHINGTON,1004836,PFC,PFCS,44.789444,-92.908333,MINNESOTA,2011,55016,3M COTTAGE GROVE CENTER - SITE,POINT (244167.04466806524 2426256.7458541505),no,34343.969407260665
2227 County Road 318,IGNACIO,2806.0,LA,1002116,CH4,METHANE,37.096339,-107.769381,COLORADO,2011,81137,EPNG STATION 6210 BONDAD,POINT (-1033611.4928586055 1625636.794369735),no,389669.36596893985
1507 Mount Vernon Ave.,POMONA,35.164,LOS,1000033,N2O,NITROUS OXIDE,34.05845,-117.775114,CALIFORNIA,2011,91768,SAN GABRIEL COGENERATION FACILITY,POINT (-1977735.148877652 1449086.3926642353),no,37368.496533222664
4898 North 800 East,BUHL,2132.0,TWIN,1007134,CH4,METHANE,42.623372,-114.884991,IDAHO,2011,83316,NORTHWEST PIPELINE GP - BUHL C/S,POINT (-1529631.5832892493 2333103.443682992),no,319687.184393691
5600 BRENTLINGER DRIVE,DAYTON,26.82,MONTGOMERY,1001624,N2O,NITROUS OXIDE,39.82359,-84.16935,OHIO,2011,45414,TATE & LYLE CITRIC ACID,POINT (1001011.2704015373 1929598.9897413966),no,81669.88578289436
300 RILEY RD,JAY,9692.5,FRANKLIN,1000593,CH4,METHANE,44.5047,-70.2403,MAINE,2011,4239,VERSO ANDROSCOGGIN LLC,POINT (2018418.6123832164 2665817.1622791192),no,253330.15868072622
2301 N. BRAZOSPORT BLVD. BUILDING B-101,FREEPORT,2072.0,BRAZORIA,1002040,CH4,METHANE,28.993619,-95.397713,TEXAS,2011,77541,DOW TEXAS OPERATIONS FREEPORT,POINT (58756.652433776806 658011.4322547353),no,87811.87533508884
3935 AVENUE A,ALTA LOMA,69975.0,GALVESTON,1005894,CH4,METHANE,29.387909,-95.055889,TEXAS,2011,77510,GALVESTON COUNTY LANDFILL,POINT (91668.84548451134 701952.9523663577),no,54643.44496389379
E CHINA TOWNSHIP,SAINT CLAIR HAVEN,38553.75,SAINT,1001011,N2O,NITROUS OXIDE,42.7748,-82.4945,MICHIGAN,2011,48054,BELLE RIVER,POINT (1095041.0530059754 2275482.140232428),no,66134.56496013662
2200 PORTLAND ROAD,JOPPA,7.45,MASSAC,1001168,N2O,NITROUS OXIDE,37.2175,-88.8658,ILLINOIS,2011,62953,MEPI GT FACILITY,POINT (626536.6423348553 1598656.2534346245),no,199230.39077153965
9125 CARTLEDGE RD,BOX SPRINGS,93.75,TALBOT,1005807,CH4,METHANE,32.5892,-84.6917,GEORGIA,2011,31801,TALBOT ENERGY FACILITY,POINT (1053155.2600209846 1120195.7037807957),no,133371.13073460423
200 INDUSTRIAL ROAD GATE 4,PASCAGOULA,402.75,JACKSON,1000696,CH4,METHANE,30.34,-88.492,MISSISSIPPI,2011,39568,CHEVRON COGENERATING STATION,POINT (719910.3595128623 835571.9402646032),no,540039.9036851135
200 LYCASTE AVE,DETROIT,1.192,WAYNE,1000673,N2O,NITROUS OXIDE,42.3597,-82.9611,MICHIGAN,2011,48214,CONNERS CREEK,POINT (1063796.9314231647 2224233.610299426),yes,0.0
4695 JEFFERSON AVE W,TRENTON,10125.75,WAYNE,1000679,CH4,METHANE,42.1236,-83.1811,MICHIGAN,2011,48183,TRENTON CHANNEL,POINT (1049508.5256040324 2195628.486112061),no,29760.41199867247
4695 JEFFERSON AVE W,TRENTON,3490655.4,WAYNE,1000679,CO2,CARBON DIOXIDE,42.1236,-83.1811,MICHIGAN,2011,48183,TRENTON CHANNEL,POINT (1049508.5256040324 2195628.486112061),no,29760.41199867247
WOOD AVE SOUTH,LINDEN,982.5,UNION,1007330,CH4,METHANE,40.6225,-74.2097,NEW JERSEY,2011,7036,LINDEN GENERATING STATION,POINT (1811987.0761389667 2165366.1223307555),no,22033.182560401965
