Address Line 1,City,County,State Name,is_major_city,distance_to_nearest_major_city,distance_to_coast,Facility ID,BIOCO2,CH4,CO2,HFC,HFE,N2O,NF3,OTHER,OTHER_FULL,PFC,SF6,VERY_SHORT
100 CLINCHFIELD STREET,KINGSPORT,SULLIVAN,TENNESSEE,no,215840.6059828595,461300.6989705487,1005959,866132.8,7194.0,45592.2,0.0,0.0,12958.232,0.0,0.0,0.0,0.0,0.0,0.0
100 COUNTRY ROAD 332,ENTERPRISE,CLARKE,MISSISSIPPI,no,346499.6964084407,174801.0846223066,1001656,0.0,21895.75,62092.3,0.0,0.0,34.866,0.0,0.0,0.0,0.0,0.0,0.0
100 CROMBY ROAD,PHOENIXVILLE,CHESTER,PENNSYLVANIA,no,37197.53460153767,36721.75261346214,1000896,0.0,567.75,226945.0,0.0,0.0,1003.068,0.0,0.0,0.0,0.0,0.0,0.0
100 Cleveland Street,NEW ALBANY,UNION,MISSISSIPPI,no,110885.49829215607,428834.00331386115,1011341,0.0,1449.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100 Cranberry Creek Drive,BECKLEY,RALEIGH,WEST VIRGINIA,no,287369.9041226358,339496.8213509195,1000386,0.0,9776.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100 DISPOSAL ROAD,NORTH ARLINGTON,BERGEN,NEW JERSEY,no,12328.769884666579,7986.323898278418,1009136,0.0,18975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100 DJ NOOTENS DRIVE,BRIDGEPORT,JACKSON,ALABAMA,no,165280.98582286807,499195.4984591057,1002052,0.0,13.5,28412.0,0.0,0.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0
100 Distribution Circle,MT. PLEASANT,WESTMORELAND,PENNSYLVANIA,no,44613.3459653989,257091.65562340588,1006009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27106.92,0.0
100 Dover Road,GLEN BURNIE,ANNE,MARYLAND,no,13281.486583551532,5098.16444821319,1002004,0.0,32265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100 EAST LINCOLN AVENUE,SINCLAIR,CARBON,WYOMING,no,292927.886579443,1284266.7184907387,1007217,0.0,5371.25,932600.1,0.0,0.0,1963.522,0.0,0.0,0.0,0.0,0.0,0.0
100 EAST SARTELL STREET,SARTELL,STEARNS,MINNESOTA,no,103329.28334785711,1152107.7605675927,1003164,129165.4,20571.0,190267.6,0.0,0.0,2396.814,0.0,0.0,0.0,0.0,0.0,0.0
100 ENERGY BOULEVARD & 56TH STREET,NIAGARA FALLS,NIAGARA,NEW YORK,no,283438.7195839005,403865.6054576262,1001245,417535.9,6198.5,329570.8,0.0,0.0,9696.026,0.0,0.0,0.0,0.0,0.0,0.0
100 ENERGY DRIVE,MASONTOWN,FAYETTE,PENNSYLVANIA,no,65222.60644612083,265839.2405005012,1000265,0.0,625.0,1348231.3,0.0,0.0,745.0,0.0,0.0,0.0,0.0,0.0,0.0
100 FACILTIES BUILDING,NOTRE DAME,ST.,INDIANA,no,120650.60661900537,832987.1048441757,1004373,0.0,265.25,164847.5,0.0,0.0,437.762,0.0,0.0,0.0,0.0,0.0,0.0
100 GASTON ROAD,ROANOKE RAPIDS,HALIFAX,NORTH CAROLINA,no,114815.72665227593,82829.51687968813,1000166,713217.0,33480.25,263316.0,0.0,0.0,11383.302,0.0,0.0,0.0,0.0,0.0,0.0
100 GRAPHIC PACKAGING INTERNATIONAL WAY,MACON,BIBB,GEORGIA,no,132638.7951935242,247776.2967549953,1003470,997592.0,15523.25,187244.0,0.0,0.0,15717.116,0.0,0.0,0.0,0.0,0.0,0.0
100 GREEN ST,MARCUS HOOK,DELAWARE,PENNSYLVANIA,no,32947.172920352976,324.4457991843395,1002611,0.0,1531.5,1316400.1,0.0,0.0,1951.006,0.0,0.0,0.0,0.0,0.0,0.0
100 Green Street,MARCUS HOOK,DELAWARE,PENNSYLVANIA,no,33123.67928717406,19.683571761517527,1000269,0.0,781.0,1607615.2,0.0,0.0,993.532,0.0,0.0,0.0,0.0,0.0,0.0
100 HIGHWAY 518,CLANCY,JEFFERSON,MONTANA,no,643161.5057294592,797954.3153478462,1002531,0.0,299.75,225727.9,0.0,0.0,519.414,0.0,0.0,0.0,0.0,0.0,0.0
100 Hayden Avenue,HAYDEN,GILA,ARIZONA,no,137029.3049537338,295695.06725420814,1002486,0.0,28.25,59686.5,0.0,0.0,33.674,0.0,0.0,0.0,0.0,0.0,0.0
100 JENSEN ROAD,PRATTVILLE,AUTAUGA,ALABAMA,no,241961.66646661173,208332.54047522132,1006892,1683226.6,100813.25,310560.4,0.0,0.0,24015.82,0.0,0.0,0.0,0.0,0.0,0.0
100 James Carlow Drive,TEXARKANA,BOWIE,TEXAS,no,238876.24800328803,388365.2335406345,1004286,4379.3,129.0,38721.9,0.0,0.0,215.156,0.0,0.0,0.0,0.0,0.0,0.0
100 KEITH MULLIS DRIVE,BEECH ISLAND,AIKEN,SOUTH CAROLINA,no,221456.47364217127,140036.29308449855,1000910,0.0,1481.25,1147994.4,0.0,0.0,2378.04,0.0,0.0,0.0,0.0,0.0,0.0
100 Kindel Drive  Suite B-327,ARNOLD AFB,COFFEE,TENNESSEE,no,110435.51034774855,540655.2235529704,1003846,0.0,17.0,33634.8,0.0,0.0,24.138,0.0,0.0,0.0,0.0,0.0,0.0
100 LANDFILL LN,BEAVER DAM,OHIO,KENTUCKY,no,139440.36445911412,752145.0851785997,1004467,0.0,44530.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100 LEE STREET,OTHELLO,ADAMS,WASHINGTON,no,254911.90587787505,247326.47978599253,1002287,0.0,58598.75,40558.2,0.0,0.0,22.946,0.0,0.0,0.0,0.0,0.0,0.0
100 Landfill Road,CHEROKEE VILLAGE,SHARP,ARKANSAS,no,198914.6194754551,670618.2865308903,1002222,0.0,72294.5,21.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100 MAIN STREET,MOSINEE,MARATHON,WISCONSIN,no,237287.72800370087,949278.8233561658,1007273,239547.1,7853.0,159516.3,0.0,0.0,4356.76,0.0,0.0,0.0,0.0,0.0,0.0
100 MEEKER ST,HURON,ERIE,OHIO,no,72473.26639855222,540435.0855105846,1000379,0.0,499.75,327966.8,0.0,0.0,865.988,0.0,0.0,0.0,0.0,0.0,0.0
100 MILL ROAD,PORT TOWNSEND,JEFFERSON,WASHINGTON,no,63158.87252254649,398.3748051182881,1005732,499000.0,4155.5,98789.9,0.0,0.0,7634.76,0.0,0.0,0.0,0.0,0.0,0.0
100 MILL STREET,HODGE,JACKSON,LOUISIANA,no,375294.61678961245,274137.8794350326,1005012,1321536.0,10889.25,255054.3,0.0,0.0,20185.328,0.0,0.0,0.0,0.0,0.0,0.0
100 MILL SUPPLY ROAD,CROSSETT,ASHLEY,ARKANSAS,no,286256.0733093214,347750.6277183499,1007214,1654943.0,151175.25,311048.6,0.0,0.0,25097.858,0.0,0.0,0.0,0.0,0.0,0.0
100 Main Street,MOSINEE,MARATHON,WISCONSIN,no,257561.12696335453,927193.7375143134,1006679,0.0,171.25,80254.6,0.0,0.0,41.72,0.0,0.0,0.0,0.0,0.0,0.0
100 Marienfeld St.  Ste 200,MIDLAND,MIDLAND,TEXAS,no,441185.8510781233,634406.0772082992,1011727,0.0,973.75,20713.8,0.0,0.0,11.622,0.0,0.0,0.0,0.0,0.0,0.0
100 Marienfield St.  Ste. 200,MIDLAND,MIDLAND,TEXAS,no,441188.48128198314,634408.5278569281,1011659,0.0,263181.25,3283.0,0.0,0.0,1.788,0.0,0.0,0.0,0.0,0.0,0.0
100 N SECOND ST,LAMAR,PROWERS,COLORADO,no,269691.41306389193,1160958.643320091,1000188,0.0,153.0,51816.7,0.0,0.0,265.22,0.0,0.0,0.0,0.0,0.0,0.0
100 N WABASH,MICHIGAN CITY,LAPORTE,INDIANA,no,65442.00347819434,885644.1022343312,1001539,0.0,8357.0,2756535.6,0.0,0.0,14485.482,0.0,0.0,0.0,0.0,0.0,0.0
100 NEWARK WAY,FITCHBURG,WORCESTER,MASSACHUSETTS,no,68086.35818588556,69210.53343627651,1005970,0.0,16.75,35155.0,0.0,0.0,19.966,0.0,0.0,0.0,0.0,0.0,0.0
100 NORTH PARK LANE,HAMPTON,HAMPTON,VIRGINIA,no,50835.9368146541,5226.442983971073,1007689,22685.156639,68659.903325,110.411,0.0,0.0,81.79206,0.0,0.0,0.0,0.0,0.0,0.0
100 North 10th Street,HARRISBURG,DAUPHIN,PENNSYLVANIA,no,109927.47208382642,103984.63662033033,1005167,0.0,17.5,36638.2,0.0,0.0,21.456,0.0,0.0,0.0,0.0,0.0,0.0
100 North Halstead Street,HUTCHINSON,RENO,KANSAS,no,311424.949260681,962960.9087403016,1004961,0.0,13.5,28635.4,0.0,0.0,16.092,0.0,0.0,0.0,0.0,0.0,0.0
100 North Stanton Street ,EL PASO  TX,EL,TEXAS,no,560260.4119015788,580451.5270484039,1009917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11413.68,0.0
100 OLD HIGHWAY 90,ROSE CITY,ORANGE,TEXAS,no,130945.93502681679,23748.922706127607,1007348,0.0,22.5,71333.8,0.0,0.0,26.82,0.0,0.0,0.0,0.0,0.0,0.0
100 Oak Creek Building,CORVALLIS,BENTON,OREGON,no,119004.3019787976,57819.65468486697,1004658,0.0,21.0,46923.0,0.0,0.0,26.522,0.0,0.0,0.0,0.0,0.0,0.0
100 PAPER MILL RD.,ROARING SPRING,BLAIR,PENNSYLVANIA,no,132713.17208552037,193607.44011121697,1005669,224652.3,2071.0,97743.6,0.0,0.0,3793.54,0.0,0.0,0.0,0.0,0.0,0.0
100 PROGRESS PLACE,MIDLAND,MIDLAND,MICHIGAN,no,162262.3575175811,772698.2889884149,1000347,0.0,963.25,2078325.9,0.0,0.0,1148.194,0.0,0.0,0.0,0.0,0.0,0.0
100 Park Ave.  Suite 1200,OKLAHOMA CITY,OKLAHOMA,OKLAHOMA,no,306744.23224496725,677738.2276828245,1008598,0.0,30686.75,22628.5,0.0,0.0,11.92,0.0,0.0,0.0,0.0,0.0,0.0
100 Pennsylvania Avenue,WEIRTON,HANCOCK,WEST VIRGINIA,no,52121.45993466665,344855.1332477685,1000260,0.0,109.75,193705.1,0.0,0.0,156.45,0.0,0.0,0.0,0.0,0.0,0.0
100 Pittsburgh Street,SPRINGDALE,ALLEGHENY,PENNSYLVANIA,no,19120.05190755454,295118.8041695699,1001198,0.0,7478.25,2425218.9,0.0,0.0,12963.894,0.0,0.0,0.0,0.0,0.0,0.0
100 RECOVERY WAY,HAVERHILL,ESSEX,MASSACHUSETTS,no,50023.66169569759,22232.39393308037,1005179,293255.3,4992.25,182915.4,0.0,0.0,7811.474,0.0,0.0,0.0,0.0,0.0,0.0
100 RECOVERY WAY,HAVERHILL,ESSEX,MASSACHUSETTS,no,50023.66169569759,22232.39393308037,1005213,9269.5,30671.5,0.0,0.0,0.0,33.376,0.0,0.0,0.0,0.0,0.0,0.0
100 RIVER ROAD,BRACKENRIDGE,ALLEGHENY,PENNSYLVANIA,no,28215.917002072405,295841.73398226366,1005003,0.0,71.0,168642.0,0.0,0.0,83.44,0.0,0.0,0.0,0.0,0.0,0.0
100 S WICKSON RD,WOODWAY,MCLENNAN,TEXAS,no,140117.02739156646,284379.96660401026,1002049,0.0,148.5,124505.0,0.0,0.0,251.512,0.0,0.0,0.0,0.0,0.0,0.0
100 S. UNIVERSITY ST.,NORMAL,MCLEAN,ILLINOIS,no,184105.8414501953,1018138.342015857,1001290,0.0,15.75,33428.2,0.0,0.0,180.886,0.0,0.0,0.0,0.0,0.0,0.0
100 SALEM TURNPIKE,SAUGUS,ESSEX,MASSACHUSETTS,no,16719.91753080146,1738.527678058505,1004287,201745.0,3132.0,137322.0,0.0,0.0,4891.968,0.0,0.0,0.0,0.0,0.0,0.0
100 SANDERS ROAD,TROY,PIKE,ALABAMA,no,263656.5299624372,144403.43484774153,1003508,0.0,12.25,205582.9,0.0,0.0,14.602,0.0,0.0,0.0,0.0,0.0,0.0
100 SONNEBORN LN,PETROLIA,BUTLER,PENNSYLVANIA,no,67994.48780083809,326115.2487045145,1000140,0.0,30.0,55526.6,0.0,0.0,38.74,0.0,0.0,0.0,0.0,0.0,0.0
100 SW ROUTE 131,HOLDEN,JOHNSON,MISSOURI,no,63228.481722070275,979520.0161221673,1007746,0.0,13.0,27799.1,0.0,0.0,15.496,0.0,0.0,0.0,0.0,0.0,0.0
100 Shryock Road,CHERRY TREE,CLEARFIELD,PENNSYLVANIA,no,104453.7669893911,247524.10903135405,1010133,0.0,50882.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100 TAFTS AVE,WINTHROP,SUFFOLK,MASSACHUSETTS,no,10809.37227345648,1155.8795024463361,1001231,49893.4,80.0,3245.6,0.0,0.0,188.038,0.0,0.0,0.0,0.0,0.0,0.0
100 TITANIUM WAY,TORONTO,JEFFERSON,OHIO,no,53386.965689656514,347346.1286188179,1004944,0.0,18.75,39986.0,0.0,0.0,22.35,0.0,0.0,0.0,0.0,0.0,0.0
100 TWO PINE DRIVE,JACKSONVILLE,PULASKI,ARKANSAS,yes,0.0,527736.9577071758,1007896,20877.149589,78607.075525,0.0,0.0,0.0,75.27331,0.0,0.0,0.0,0.0,0.0,0.0
100 Thomas Road,BATON ROUGE,EAST,LOUISIANA,no,411152.01573511015,84617.22519608228,1002757,0.0,77084.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100 Throckmorton St.  #1200,FORT WORTH,TARRANT,TEXAS,no,53036.28113514696,398467.31140931614,1008914,0.0,69557.5,3886.8,0.0,0.0,1.49,0.0,0.0,0.0,0.0,0.0,0.0
100 W. Anderson St.,ORLANDO,ORANGE,FLORIDA,yes,0.0,55720.00078763191,1006480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.48,0.0
100 WEST COUNTY RD Y,OSHKOSH,WINNEBAGO,WISCONSIN,no,123261.54186316858,955571.9744296175,1007224,11991.3,117236.75,42.3,0.0,0.0,43.21,0.0,0.0,0.0,0.0,0.0,0.0
100 Water Tower Place,ATLANTA,DEKALB,GEORGIA,yes,0.0,350975.38802097307,1006236,0.0,23.0,48899.3,0.0,0.0,27.714,0.0,0.0,0.0,0.0,0.0,0.0
100 Willowbrook Dr,DUNKIRK,CHAUTAUQUA,NEW YORK,no,222209.13662085106,422999.83024703996,1011742,0.0,14.25,30268.3,0.0,0.0,16.986,0.0,0.0,0.0,0.0,0.0,0.0
1000 Camino Real Blvd,SUNLAND PARK,DONA,NEW MEXICO,no,549422.8739205323,576577.4143225193,1003362,0.0,160229.75,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000 Commerce Drive  Suite 400,PITTSBURGH,ALLEGHENY,PENNSYLVANIA,yes,0.0,317995.5065128336,1008480,0.0,222780.0,1739.3,0.0,0.0,1.788,0.0,0.0,0.0,0.0,0.0,0.0
1000 Commerce Drive  Suite 400,PITTSBURGH,ALLEGHENY,PENNSYLVANIA,yes,0.0,317995.5065128336,1008483,0.0,50959.0,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000 Consol Energy Drive ,CANONSBURG,WASHINGTON,PENNSYLVANIA,no,24227.479932926366,305373.1642210981,1008783,0.0,330667.5,85174.3,0.0,0.0,163.006,0.0,0.0,0.0,0.0,0.0,0.0
1000 GLASSHOUSE ROAD,JEFFERSON HILLS,ALLEGHENY,PENNSYLVANIA,no,21379.44188172229,285882.34316268313,1002921,0.0,20.75,59128.0,0.0,0.0,24.734,0.0,0.0,0.0,0.0,0.0,0.0
1000 GOODYEAR AVE,GADSDEN,ETOWAH,ALABAMA,no,144935.69484193446,391601.88493313134,1007423,3638.9,1008.25,327826.4,0.0,0.0,1743.002,0.0,0.0,0.0,0.0,0.0,0.0
1000 Gas Plant Road,SILVER,COKE,TEXAS,no,339554.20492683025,534148.5553948453,1002334,0.0,5324.25,67899.1,0.0,0.0,35.76,0.0,0.0,0.0,0.0,0.0,0.0
1000 IRIS RD,LITTLE PLYMOUTH,KING,VIRGINIA,no,64693.67542929805,11485.656766586482,1006300,0.0,255682.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000 Industrial Highway,EDDDYSTONE,DELAWARE,PENNSYLVANIA,no,23645.36091722079,520.5168774850439,1001376,0.0,568.5,1226008.3,0.0,0.0,677.652,0.0,0.0,0.0,0.0,0.0,0.0
1000 JACK C HAYS TRL,BUDA,HAYS,TEXAS,no,29210.72622841734,187721.39724850203,1002102,1295.8,1237.0,1010367.5,0.0,0.0,2140.236,0.0,0.0,0.0,0.0,0.0,0.0
1000 JONESBORO RD HWY 34,WEST MONROE,OUACHITA,LOUISIANA,no,355172.60893287807,295665.6349430973,1000602,1231856.9,10179.5,208947.7,0.0,0.0,18470.934,0.0,0.0,0.0,0.0,0.0,0.0
1000 KING SALMON AVE,EUREKA,HUMBOLDT,CALIFORNIA,no,337150.926045944,135.06305938292056,1007411,0.0,103.88614325,216415.9262,0.0,0.0,127.9354448732,0.0,0.0,0.0,0.0,0.0,0.0
1000 KOHLENBERG RD,NEW BRAUNFELS,COMAL,TEXAS,no,57119.328351890894,174485.53449511703,1007893,12363.139335,76068.99465,0.0,0.0,0.0,44.575734,0.0,0.0,0.0,0.0,0.0,0.0
1000 Logansport Road,FORD CITY,ARMSTRONG,PENNSYLVANIA,no,50023.05050892743,288008.845579287,1010131,0.0,96610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000 Louisiana Street  Suite 6700,HOUSTON,HARRIS,TEXAS,yes,0.0,29796.486553124174,1010667,0.0,99017.5,35850.7,0.0,0.0,37.548,0.0,0.0,0.0,0.0,0.0,0.0
1000 MAIN STREET,ROTTERDAM JUNCTION,SCHENECTADY,NEW YORK,no,225541.79470332956,173657.47442206915,1003966,0.0,40.5,30637.4,0.0,0.0,222.01,0.0,0.0,0.0,0.0,0.0,0.0
1000 MCHENRY,EL DORADO,UNION,ARKANSAS,no,327026.28926029446,373065.5590744533,1007861,0.0,1174.25,437107.6,0.0,0.0,239.592,0.0,0.0,0.0,0.0,0.0,0.0
1000 Main  Suite 3000,HOUSTON,HARRIS,TEXAS,yes,0.0,30103.938952363125,1008675,0.0,31986.0,54323.8,0.0,0.0,85.526,0.0,0.0,0.0,0.0,0.0,0.0
1000 Main St Suite 3000,HOUSTON,HARRIS,TEXAS,yes,0.0,30109.448859296393,1009720,0.0,29557.0,30769.5,0.0,0.0,14.006,0.0,0.0,0.0,0.0,0.0,0.0
1000 Morton Drive,SOUTH HUTCHINSON,RENO,KANSAS,no,317368.070677925,963141.1513794941,1002327,0.0,26.25,55947.7,0.0,0.0,31.588,0.0,0.0,0.0,0.0,0.0,0.0
1000 N HILL RD,BERNALILLO,SANDOVAL,NEW MEXICO,no,517200.16414203035,762331.9424649243,1000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000 NORTH KIHEI ROAD,KIHEI,MAUI,HAWAII,no,3770588.2632648507,528.4404891470155,1001438,10950.1,558.25,546595.0,0.0,0.0,1326.1,0.0,0.0,0.0,0.0,0.0,0.0
1000 NORTH MISSION STREET,SAPULPA,CREEK,OKLAHOMA,no,364712.9574669591,703521.1263473642,1000023,0.0,34.25,109820.1,0.0,0.0,40.826,0.0,0.0,0.0,0.0,0.0,0.0
1000 Pilgrim Street,MOUNT PLEASANT,TITUS,TEXAS,no,170374.90140768507,367796.57433164894,1006356,0.0,40.0,83394.0,0.0,0.0,455.642,0.0,0.0,0.0,0.0,0.0,0.0
1000 RIVER CEMENT ROAD,FESTUS,JEFFERSON,MISSOURI,no,51665.17909279908,857835.2416423359,1003002,0.0,875.25,963408.3,0.0,0.0,1516.224,0.0,0.0,0.0,0.0,0.0,0.0
1000 RIVER STREET - B966,ESSEX JUNCTION,CHITTENDEN,VERMONT,no,290631.0441701358,109915.67549056378,1003726,0.0,17.25,36146.7,10269.6794,678.3016,13871.9,17127.76,0.0,47983.8,270115.443,12761.16,9.0576
1000 S OLD PALESTINE ROAD,MITCHELL,LAWRENCE,INDIANA,no,112540.28637533866,785075.2743851972,1000119,0.0,10.75,22689.4,0.0,0.0,12.814,0.0,0.0,0.0,0.0,0.0,0.0
1000 SIERRA WAY,YERINGTON,LYON,NEVADA,no,210487.67925873553,236076.4552914242,1007576,0.0,28.461,61644.04862,0.0,0.0,33.92432,0.0,0.0,0.0,0.0,0.0,0.0
1000 South Highway 80,BENSON,COCHISE,ARIZONA,no,246827.17752985423,275798.98550363013,1010225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.36,0.0
1000 South Pine,PONCA CITY,KAY,OKLAHOMA,no,350993.6688769359,796768.5624941302,1001920,0.0,6298.5,1726467.8,0.0,0.0,4742.074,0.0,0.0,0.0,0.0,0.0,0.0
1000 TAYLOR AVENUE,PARK HILLS,ST.,MISSOURI,no,90186.21535107752,827548.5238619994,1000789,0.0,14.25,38526.6,0.0,0.0,16.986,0.0,0.0,0.0,0.0,0.0,0.0
1000 TERRA DRIVE,WOODWARD,WOODWARD,OKLAHOMA,no,475845.6922921752,850976.4395691889,1005788,0.0,192.25,1008112.8,0.0,0.0,380477.162,0.0,0.0,0.0,0.0,0.0,0.0
1000 TIDAL ROAD,DEER PARK,HARRIS,TEXAS,no,27914.564997528792,4488.36295470672,1001712,0.0,21.0,44336.5,0.0,0.0,23.84,0.0,0.0,0.0,0.0,0.0,0.0
1000 TYRONE PIKE,VERSAILLES,WOODFORD,KENTUCKY,no,124779.02973614722,642441.1858848606,1005052,0.0,13.25,37233.6,0.0,0.0,15.794,0.0,0.0,0.0,0.0,0.0,0.0
1000 W. Risinger Rd,FORT WORTH,TARRANT,TEXAS,no,56432.48348864719,385270.052253837,1004683,0.0,13.75,29331.2,0.0,0.0,17.88,0.0,0.0,0.0,0.0,0.0,0.0
1000 WEST MOUNT PLEASANT ROAD,ZACHARY,EAST,LOUISIANA,no,406295.12980589777,96518.38577658335,1006975,1392876.0,78921.25,1079829.0,0.0,0.0,22994.574,0.0,0.0,0.0,0.0,0.0,0.0
1000 WESTERN AVE,LYNN,ESSEX,MASSACHUSETTS,no,17265.76194789117,1580.7386518227167,1001200,0.0,52.5,96269.3,0.0,0.0,78.97,0.0,0.0,0.0,0.0,0.0,0.0
10000 Energy Dr,SPRING,HARRIS,TEXAS,no,17331.15870433889,35653.27907197732,1010150,0.0,181583.5,72205.9,0.0,0.0,51.554,0.0,0.0,0.0,0.0,0.0,0.0
10000 Energy Dr,SPRING,HARRIS,TEXAS,no,17331.15870433889,35653.27907197732,1010205,0.0,616609.25,170550.4,0.0,0.0,232.738,0.0,0.0,0.0,0.0,0.0,0.0
10000 PFLUM RD NE,MANCELONA,KALKASKA,MICHIGAN,no,311295.2357552293,743597.6331076854,1005958,0.0,8040.5,35597.7,0.0,0.0,19.966,0.0,0.0,0.0,0.0,0.0,0.0
10000 SQUIRREL CREEK RD,FOUNTAIN,EL,COLORADO,no,123155.63181494792,1133529.3773829206,1006464,0.0,23800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10001 NW 13TH ST,GAINESVILLE,ALACHUA,FLORIDA,no,93675.5500272133,76085.89029403566,1001495,0.0,3391.25,1240688.7,0.0,0.0,5856.892,0.0,0.0,0.0,0.0,0.0,0.0
10002 Weld County Road 59,LASALLE,WELD,COLORADO,no,58222.55710315262,1266379.0884540754,1002666,0.0,18.8,39885.125,0.0,0.0,22.35,0.0,0.0,0.0,0.0,0.0,0.0
1001 13TH AVE. E.,BRADENTON,MANATEE,FLORIDA,no,56982.42371589725,4177.128409423984,1004365,4911.0,1498.75,149412.9,0.0,0.0,101.618,0.0,0.0,0.0,0.0,0.0,0.0
1001 17th Street  Suite 1200,DENVER,DENVER,COLORADO,yes,0.0,1200834.9528295852,1008298,0.0,10234.0,58804.2,0.0,0.0,90.294,0.0,0.0,0.0,0.0,0.0,0.0
1001 17th Street  Suite 1200,DENVER,DENVER,COLORADO,yes,0.0,1200834.9528295852,1008982,0.0,281945.0,100621.6,0.0,0.0,79.864,0.0,0.0,0.0,0.0,0.0,0.0
1001 17th Street  Suite 1200,DENVER,DENVER,COLORADO,yes,0.0,1200834.9528295852,1009253,0.0,2425.25,122523.2,0.0,0.0,101.916,0.0,0.0,0.0,0.0,0.0,0.0
1001 1ST STREET SOUTHWEST,CEDAR RAPIDS,LINN,IOWA,no,325908.80256996973,1269410.5091959254,1002632,0.0,57.75,122162.0,0.0,0.0,68.838,0.0,0.0,0.0,0.0,0.0,0.0
1001 ARIZONA,BLOOMFIELD,SAN,NEW MEXICO,no,432994.90307568014,775594.2170003299,1002264,0.0,2925.5,252726.4,0.0,0.0,142.146,0.0,0.0,0.0,0.0,0.0,0.0
1001 BEDFORD AVENUE,KANSAS CITY,CLAY,MISSOURI,yes,0.0,1023237.4063059484,1003513,0.0,15.5,32682.1,0.0,0.0,18.476,0.0,0.0,0.0,0.0,0.0,0.0
1001 Brownstown Road,APOLLO,WESTMORELAND,PENNSYLVANIA,no,41346.672672365145,279336.51840063423,1010129,0.0,81877.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001 CHERRY BLOSSOM WAY,GEORGETOWN,SCOTT,KENTUCKY,no,98771.44344138198,621369.8743514636,1004949,0.0,32.0,67552.1,0.0,0.0,39.038,0.0,0.0,0.0,0.0,0.0,0.0
1001 Carroll Island Road,BALTIMORE,BALTIMORE,MARYLAND,yes,0.0,527.9779586856318,1001616,0.0,3263.75,1129430.0,0.0,0.0,5657.828,0.0,0.0,0.0,0.0,0.0,0.0
1001 Conoco Road,MALJAMAR,LEA,NEW MEXICO,no,622526.9793641829,812621.3976123983,1008432,0.0,8885.0,61305.4,0.0,0.0,30.098,0.0,0.0,0.0,0.0,0.0,0.0
1001 E. BOULEVARD,KOKOMO,HOWARD,INDIANA,no,76563.22196193475,780219.879565443,1005552,0.0,9.75,20544.0,0.0,0.0,11.622,0.0,0.0,0.0,0.0,0.0,0.0
1001 Fannin  Suite 1500,HOUSTON,HARRIS,TEXAS,yes,0.0,29425.063549952232,1010325,0.0,15747.0,347677.1,0.0,0.0,158.238,0.0,0.0,0.0,0.0,0.0,0.0
1001 Fannin Street  Suite 800,HOUSTON,HARRIS,TEXAS,yes,0.0,29425.063549952232,1009657,0.0,69913.5,63809.6,0.0,0.0,28.608,0.0,0.0,0.0,0.0,0.0,0.0
1001 Fannin Street  Suite 800,HOUSTON,HARRIS,TEXAS,yes,0.0,29425.063549952232,1009660,0.0,80572.75,28946.9,0.0,0.0,20.264,0.0,0.0,0.0,0.0,0.0,0.0
1001 Fannin Street  Suite 800,HOUSTON,HARRIS,TEXAS,yes,0.0,29425.063549952232,1009666,0.0,4164.5,29775.1,0.0,0.0,15.794,0.0,0.0,0.0,0.0,0.0,0.0
1001 Fannin Street  Suite 800,HOUSTON,HARRIS,TEXAS,yes,0.0,29425.063549952232,1009689,0.0,1018427.25,188567.3,0.0,0.0,95.36,0.0,0.0,0.0,0.0,0.0,0.0
1001 Fannin Street  Suite 800,HOUSTON,HARRIS,TEXAS,yes,0.0,29425.063549952232,1009694,0.0,415561.25,36481.5,0.0,0.0,21.456,0.0,0.0,0.0,0.0,0.0,0.0
